Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,wxt,sxt,wxw,sxw
GJH053,15,34,34,0,1,149,-9,1997,kig,39,64,13,1,5,1,6,0
GJH054,16,31,31,0,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
GJH057,17,39,39,0,1,151,-11,1997,kig,39,64,13,1,5,1,6,0
GJH058,18,35,35,0,1,149,-9,1997,kig,39,64,13,1,5,1,6,0
GJH062,19,40,40,0,1,153,-13,1997,kig,39,64,13,1,5,1,6,0
MMB003,2,24,24,0,1,136,4,1997,kig,39,64,13,1,5,1,6,0
MMB011,7,23,23,0,1,138,2,1997,kig,39,64,13,1,5,1,6,0
MMB013,9,32,32,0,1,143,-3,1997,kig,39,64,13,1,5,1,6,0
MMB015,9,23,23,0,1,137,3,1997,kig,39,64,13,1,5,1,6,0
MMB016,10,32,32,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
MMB018,11,27,27,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
MMB019,11,28,28,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
MMB020,11,28,28,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
MMB021,12,31,31,0,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
MMB023,12,27,27,0,1,140,0,1997,kig,39,64,13,1,5,1,6,0
MMB024,12,28,28,0,1,140,0,1997,kig,39,64,13,1,5,1,6,0
MMB027,13,31,31,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
MMB029,16,39,39,0,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
MMB030,17,34,34,0,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
MMB031,17,34,34,0,1,151,-11,1997,kig,39,64,13,1,5,1,6,0
MMB032,17,33,33,0,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
MMB040,23,37,37,0,1,151,-11,1997,kig,39,64,13,1,5,1,6,0
MMB042,33,49,49,0,1,164,-24,1997,kig,39,64,13,1,5,1,6,0
TLM002,1,24,24,0,1,138,2,1997,kig,39,64,13,1,5,1,6,0
TLM003,1,25,25,0,1,138,2,1997,kig,39,64,13,1,5,1,6,0
TLM009,3,24,24,0,1,137,3,1997,kig,39,64,13,1,5,1,6,0
TLM017,4,30,30,0,1,141,-1,1997,kig,39,64,13,1,5,1,6,0
TLM020,5,26,26,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
TLM021,5,22,22,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
TLM022,5,35,35,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM023,5,25,25,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM029,5,28,28,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM030,7,23,23,0,1,138,2,1997,kig,39,64,13,1,5,1,6,0
TLM035,7,23,23,0,1,138,2,1997,kig,39,64,13,1,5,1,6,0
TLM037,8,27,27,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM038,8,25,25,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM039,8,24,24,0,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
TLM040,8,31,31,0,1,145,-5,1997,kig,39,64,13,1,5,1,6,0
TLM049,10,31,31,0,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
TLM050,10,27,27,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
TLM054,10,32,32,0,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
TLM056,11,20,20,0,1,132,8,1997,kig,39,64,13,1,5,1,6,0
TLM057,11,33,33,0,1,148,-8,1997,kig,39,64,13,1,5,1,6,0
TLM058,11,33,33,0,1,148,-8,1997,kig,39,64,13,1,5,1,6,0
TLM059,11,27,27,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
TLM060,11,31,31,0,1,145,-5,1997,kig,39,64,13,1,5,1,6,0
TLM062,11,33,33,0,1,148,-8,1997,kig,39,64,13,1,5,1,6,0
TLM063,11,27,27,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
TLM064,12,22,22,0,1,133,7,1997,kig,39,64,13,1,5,1,6,0
TLM065,12,30,30,0,1,143,-3,1997,kig,39,64,13,1,5,1,6,0
TLM066,12,29,29,0,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
TLM067,12,29,29,0,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
TLM068,12,29,29,0,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
TLM069,12,27,27,0,1,143,-3,1997,kig,39,64,13,1,5,1,6,0
TLM073,13,21,21,0,1,134,6,1997,kig,39,64,13,1,5,1,6,0
TLM074,13,34,34,0,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
TLM076,13,30,30,0,1,141,-1,1997,kig,39,64,13,1,5,1,6,0
TLM078,13,30,30,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
TLM079,13,30,30,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
TLM080,13,34,34,0,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
TLM082,13,28,28,0,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
TLM083,15,35,35,0,1,149,-9,1997,kig,39,64,13,1,5,1,6,0
TLM084,15,36,36,0,1,149,-9,1997,kig,39,64,13,1,5,1,6,0
TLM086,15,33,33,0,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
TLM088,15,32,32,0,1,149,-9,1997,kig,39,64,13,1,5,1,6,0
TLM089,16,36,36,0,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
TLM090,16,39,39,0,1,153,-13,1997,kig,39,64,13,1,5,1,6,0
TLM093,18,39,39,0,1,155,-15,1997,kig,39,64,13,1,5,1,6,0
TLM094,18,28,28,0,1,139,1,1997,kig,39,64,13,1,5,1,6,0
TLM101,29,44,44,0,1,160,-20,1997,kig,39,64,13,1,5,1,6,0
TLM104,41,47,47,0,1,162,-22,1997,kig,39,64,13,1,5,1,6,0
WSK001,20,39,39,0,1,154,-14,1997,kig,39,64,13,1,5,1,6,0
EFS045,12,30,30,0,1,143,-3,1997,kig,39,64,13,1,5,1,6,0
EFS003,1,1,8,1,1,138,2,1997,kig,39,64,13,1,5,1,6,0
EFS020,4,18,24,1,1,141,-1,1997,kig,39,64,13,1,5,1,6,0
EFS023,6,33,36,1,1,143,-3,1997,kig,39,64,13,1,5,1,6,0
EFS036,10,10,17,1,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
EFS044,12,30,32,1,1,146,-6,1997,kig,39,64,13,1,5,1,6,0
EFS049,14,26,31,1,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
EFS057,18,25,32,1,1,155,-15,1997,kig,39,64,13,1,5,1,6,0
EFS058,18,18,25,1,1,152,-12,1997,kig,39,64,13,1,5,1,6,0
GJH025,6,23,25,1,1,137,3,1997,kig,39,64,13,1,5,1,6,0
GJH042,11,25,31,1,1,142,-2,1997,kig,39,64,13,1,5,1,6,0
GJH050,14,28,33,1,1,148,-8,1997,kig,39,64,13,1,5,1,6,0
GJH064,29,38,41,1,1,160,-20,1997,kig,39,64,13,1,5,1,6,0
MMB039,19,19,26,1,1,153,-13,1997,kig,39,64,13,1,5,1,6,0
TLM016,4,20,25,1,1,138,2,1997,kig,39,64,13,1,5,1,6,0
TLM018,4,18,23,1,1,141,-1,1997,kig,39,64,13,1,5,1,6,0
TLM032,7,25,28,1,1,141,-1,1997,kig,39,64,13,1,5,1,6,0
TLM048,10,24,27,1,1,140,0,1997,kig,39,64,13,1,5,1,6,0
TLM055,10,10,17,1,1,144,-4,1997,kig,39,64,13,1,5,1,6,0
TLM085,15,36,37,1,1,152,-12,1997,kig,39,64,13,1,5,1,6,0
TLM091,17,17,24,1,1,151,-11,1997,kig,39,64,13,1,5,1,6,0
TLM095,19,33,36,1,1,150,-10,1997,kig,39,64,13,1,5,1,6,0
TLM100,27,44,47,1,1,158,-18,1997,kig,39,64,13,1,5,1,6,0
TLM070,13,41,41,0,1,147,-7,1997,kig,39,64,13,1,5,1,6,0
DAM001,27,40,40,0,1,164,-15,1998,kig,63,48,11,0,9,0,4,2
DAM002,28,32,32,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
ECH001,21,36,36,0,1,161,-12,1998,kig,63,48,11,0,9,0,4,2
GJH001,21,33,33,0,1,148,1,1998,kig,63,48,11,0,9,0,4,2
GJH002,19,32,32,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
GJH003,21,32,32,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
GJH007,21,31,31,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
KLW002,1,26,26,0,1,144,5,1998,kig,63,48,11,0,9,0,4,2
KLW007,6,28,28,0,1,149,0,1998,kig,63,48,11,0,9,0,4,2
KLW012,8,29,29,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
KLW013,8,29,29,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
KLW014,8,29,29,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
KLW017,9,27,27,0,1,146,3,1998,kig,63,48,11,0,9,0,4,2
KLW018,10,33,33,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
KLW026,11,32,32,0,1,148,1,1998,kig,63,48,11,0,9,0,4,2
KLW028,11,33,33,0,1,157,-8,1998,kig,63,48,11,0,9,0,4,2
KLW030,12,25,25,0,1,149,0,1998,kig,63,48,11,0,9,0,4,2
KLW032,13,31,31,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
KLW033,13,33,33,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
KLW034,13,26,26,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
KLW035,13,29,29,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
KLW037,14,27,27,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
KLW039,14,33,33,0,1,157,-8,1998,kig,63,48,11,0,9,0,4,2
KLW042,16,23,23,0,1,143,6,1998,kig,63,48,11,0,9,0,4,2
KLW043,16,30,30,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
KLW045,18,21,21,0,1,145,4,1998,kig,63,48,11,0,9,0,4,2
KLW052,28,35,35,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
RMA001,23,37,37,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM015,1,24,24,0,1,147,2,1998,kig,63,48,11,0,9,0,4,2
TLM020,2,24,24,0,1,148,1,1998,kig,63,48,11,0,9,0,4,2
TLM026,4,26,26,0,1,147,2,1998,kig,63,48,11,0,9,0,4,2
TLM027,4,17,17,0,1,144,5,1998,kig,63,48,11,0,9,0,4,2
TLM030,4,26,26,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
TLM033,4,25,25,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
TLM034,5,25,25,0,1,148,1,1998,kig,63,48,11,0,9,0,4,2
TLM040,6,28,28,0,1,149,0,1998,kig,63,48,11,0,9,0,4,2
TLM042,6,29,29,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
TLM043,6,28,28,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
TLM045,8,29,29,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM046,8,29,29,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM056,9,32,32,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM059,9,28,28,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM060,9,33,33,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM061,9,30,30,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM067,10,34,34,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM068,10,26,26,0,1,149,0,1998,kig,63,48,11,0,9,0,4,2
TLM070,10,29,29,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM073,10,24,24,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM074,11,27,27,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM077,11,36,36,0,1,157,-8,1998,kig,63,48,11,0,9,0,4,2
TLM079,11,24,24,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM080,11,24,24,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM082,12,31,31,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM083,12,27,27,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
TLM086,12,26,26,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
TLM089,12,28,28,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM097,13,31,31,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM098,13,34,34,0,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM100,13,25,25,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
TLM102,13,31,31,0,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM103,13,30,30,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
TLM104,13,33,33,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM105,13,26,26,0,1,150,-1,1998,kig,63,48,11,0,9,0,4,2
TLM106,13,28,28,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM107,13,33,33,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM109,13,32,32,0,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM113,14,34,34,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM117,14,31,31,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM118,14,35,35,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM123,14,28,28,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM124,15,28,28,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM126,15,28,28,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
TLM128,16,32,32,0,1,155,-6,1998,kig,63,48,11,0,9,0,4,2
TLM135,16,30,30,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM136,16,30,30,0,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM140,17,28,28,0,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM141,17,39,39,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM142,17,35,35,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM146,17,35,35,0,1,160,-11,1998,kig,63,48,11,0,9,0,4,2
TLM153,19,35,35,0,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM154,19,33,33,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM157,20,40,40,0,1,163,-14,1998,kig,63,48,11,0,9,0,4,2
TLM158,20,32,32,0,1,157,-8,1998,kig,63,48,11,0,9,0,4,2
TLM159,20,36,36,0,1,163,-14,1998,kig,63,48,11,0,9,0,4,2
TLM163,20,32,32,0,1,157,-8,1998,kig,63,48,11,0,9,0,4,2
TLM165,22,41,41,0,1,167,-18,1998,kig,63,48,11,0,9,0,4,2
TLM167,22,26,26,0,1,149,0,1998,kig,63,48,11,0,9,0,4,2
TLM170,22,37,37,0,1,162,-13,1998,kig,63,48,11,0,9,0,4,2
TLM171,22,32,32,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
TLM172,22,32,32,0,1,152,-3,1998,kig,63,48,11,0,9,0,4,2
TLM174,24,27,27,0,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
TLM175,25,33,33,0,1,158,-9,1998,kig,63,48,11,0,9,0,4,2
TLM176,26,32,32,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM177,27,33,33,0,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM178,31,39,39,0,1,164,-15,1998,kig,63,48,11,0,9,0,4,2
KLW041,16,16,26,1,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
KLW044,17,17,27,1,1,154,-5,1998,kig,63,48,11,0,9,0,4,2
TLM021,3,13,19,1,1,149,0,1998,kig,63,48,11,0,9,0,4,2
TLM062,10,20,28,1,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM078,11,21,24,1,1,148,1,1998,kig,63,48,11,0,9,0,4,2
TLM094,13,13,23,1,1,156,-7,1998,kig,63,48,11,0,9,0,4,2
TLM095,13,13,23,1,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM096,13,29,32,1,1,153,-4,1998,kig,63,48,11,0,9,0,4,2
TLM112,14,14,24,1,1,151,-2,1998,kig,63,48,11,0,9,0,4,2
TLM164,21,35,38,1,1,161,-12,1998,kig,63,48,11,0,9,0,4,2
TLM166,22,34,37,1,1,159,-10,1998,kig,63,48,11,0,9,0,4,2
TLM169,22,22,32,1,1,162,-13,1998,kig,63,48,11,0,9,0,4,2
CLR002,10,30,30,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
CLR006,11,22,22,0,1,150,1,1999,kig,57,60,18,0,6,2,7,1
CLR007,11,34,34,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
CLR015,13,35,35,0,1,161,-10,1999,kig,57,60,18,0,6,2,7,1
CLR033,14,35,35,0,1,162,-11,1999,kig,57,60,18,0,6,2,7,1
CLR034,15,18,18,0,1,144,7,1999,kig,57,60,18,0,6,2,7,1
CLR036,15,27,27,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
CLR048,16,31,31,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
CLR057,17,37,37,0,1,165,-14,1999,kig,57,60,18,0,6,2,7,1
GJH002,1,23,23,0,1,149,2,1999,kig,57,60,18,0,6,2,7,1
GJH005,2,25,25,0,1,150,1,1999,kig,57,60,18,0,6,2,7,1
GJH009,4,28,28,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
GJH020,6,32,32,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
GJH027,8,24,24,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
GJH028,8,27,27,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
GJH034,8,22,22,0,1,147,4,1999,kig,57,60,18,0,6,2,7,1
GJH035,8,27,27,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
GJH045,10,22,22,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
GJH052,11,27,27,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
GJH056,11,33,33,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
GJH057,11,30,30,0,1,155,-4,1999,kig,57,60,18,0,6,2,7,1
GJH058,11,35,35,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
GJH060,12,32,32,0,1,160,-9,1999,kig,57,60,18,0,6,2,7,1
GJH062,12,33,33,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1
GJH063,12,26,26,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
GJH069,13,32,32,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
GJH074,13,30,30,0,1,155,-4,1999,kig,57,60,18,0,6,2,7,1
GJH075,13,25,25,0,1,145,6,1999,kig,57,60,18,0,6,2,7,1
GJH076,13,33,33,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
GJH077,14,28,28,0,1,149,2,1999,kig,57,60,18,0,6,2,7,1
GJH081,14,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
GJH089,16,32,32,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
GJH090,16,35,35,0,1,161,-10,1999,kig,57,60,18,0,6,2,7,1
GJH096,17,23,23,0,1,146,5,1999,kig,57,60,18,0,6,2,7,1
GJH098,17,31,31,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
GJH100,17,34,34,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
GJH114,23,35,35,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
GJH117,24,25,25,0,1,151,0,1999,kig,57,60,18,0,6,2,7,1
PD001,23,30,30,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM003,1,26,26,0,1,149,2,1999,kig,57,60,18,0,6,2,7,1
TLM006,1,23,23,0,1,146,5,1999,kig,57,60,18,0,6,2,7,1
TLM014,2,25,25,0,1,150,1,1999,kig,57,60,18,0,6,2,7,1
TLM015,2,24,24,0,1,150,1,1999,kig,57,60,18,0,6,2,7,1
TLM024,4,26,26,0,1,149,2,1999,kig,57,60,18,0,6,2,7,1
TLM026,4,26,26,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM028,4,27,27,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM038,5,27,27,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM044,6,32,32,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM050,8,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM051,8,31,31,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM054,8,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM055,8,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM057,8,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM061,8,24,24,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM063,9,25,25,0,1,151,0,1999,kig,57,60,18,0,6,2,7,1
TLM064,9,31,31,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM069,9,29,29,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1
TLM073,9,34,34,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1
TLM075,9,25,25,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM081,11,35,35,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM082,11,30,30,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM083,11,32,32,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM084,11,23,23,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM087,12,33,33,0,1,160,-9,1999,kig,57,60,18,0,6,2,7,1
TLM089,12,33,33,0,1,160,-9,1999,kig,57,60,18,0,6,2,7,1
TLM090,12,33,33,0,1,160,-9,1999,kig,57,60,18,0,6,2,7,1
TLM091,12,31,31,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1
TLM093,13,27,27,0,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM094,13,35,35,0,1,161,-10,1999,kig,57,60,18,0,6,2,7,1
TLM095,13,34,34,0,1,161,-10,1999,kig,57,60,18,0,6,2,7,1
TLM097,13,35,35,0,1,161,-10,1999,kig,57,60,18,0,6,2,7,1
TLM099,14,29,29,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM100,14,28,28,0,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM101,14,30,30,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM104,14,32,32,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM106,15,28,28,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM119,16,38,38,0,1,164,-13,1999,kig,57,60,18,0,6,2,7,1
TLM120,16,30,30,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
TLM123,17,32,32,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM128,17,31,31,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM130,17,31,31,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM131,17,34,34,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM135,20,43,43,0,1,168,-17,1999,kig,57,60,18,0,6,2,7,1
TLM136,20,33,33,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM140,20,39,39,0,1,167,-16,1999,kig,57,60,18,0,6,2,7,1
TLM141,20,40,40,0,1,167,-16,1999,kig,57,60,18,0,6,2,7,1
TLM147,21,34,34,0,1,163,-12,1999,kig,57,60,18,0,6,2,7,1
TLM161,26,33,33,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
TLM164,27,42,42,0,1,169,-18,1999,kig,57,60,18,0,6,2,7,1
CLR043,15,15,25,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1
GJH019,6,6,16,1,1,151,0,1999,kig,57,60,18,0,6,2,7,1
GJH025,6,6,26,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
GJH026,6,6,16,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
GJH041,10,10,30,1,1,158,-7,1999,kig,57,60,18,0,6,2,7,1
GJH051,11,31,35,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
GJH054,11,27,29,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
GJH066,13,13,23,1,1,155,-4,1999,kig,57,60,18,0,6,2,7,1
GJH087,15,15,25,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1
GJH093,17,22,23,1,1,146,5,1999,kig,57,60,18,0,6,2,7,1
GJH111,23,31,33,1,1,155,-4,1999,kig,57,60,18,0,6,2,7,1
GJH120,28,37,43,1,1,176,-25,1999,kig,57,60,18,0,6,2,7,1
TLM002,1,1,11,1,1,146,5,1999,kig,57,60,18,0,6,2,7,1
TLM020,3,3,13,1,1,151,0,1999,kig,57,60,18,0,6,2,7,1
TLM029,4,24,30,1,1,152,-1,1999,kig,57,60,18,0,6,2,7,1
TLM034,5,15,24,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM035,5,5,15,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM037,5,5,25,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM040,5,5,25,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1
TLM042,6,26,32,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM045,6,6,26,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM080,11,11,21,1,1,159,-8,1999,kig,57,60,18,0,6,2,7,1
TLM102,14,14,24,1,1,162,-11,1999,kig,57,60,18,0,6,2,7,1
TLM113,15,15,25,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM125,17,17,28,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM126,17,28,33,1,1,162,-11,1999,kig,57,60,18,0,6,2,7,1
TLM127,17,28,31,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM129,17,30,33,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM148,21,21,31,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1
TLM157,24,24,31,1,1,172,-21,1999,kig,57,60,18,0,6,2,7,1
TLM166,30,40,45,1,1,169,-18,1999,kig,57,60,18,0,6,2,7,1
AQ001,22,31,31,0,1,164,-13,1999,kig,57,60,18,0,6,2,7,1
GJH115,24,34,34,0,1,166,-15,1999,kig,57,60,18,0,6,2,7,1
TLM059,8,28,28,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1
TLM067,9,19,19,0,1,151,0,1999,kig,57,60,18,0,6,2,7,1
TLM068,9,29,29,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1
TLM071,9,29,29,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1
TLM168,31,46,46,0,1,170,-19,1999,kig,57,60,18,0,6,2,7,1
MLS060,15,30,30,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0
BG011,3,27,27,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0
