"","Nest","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","AgeDay1","Year","Site","Win_Hi","Win_Lo","Spr_Hi","Spr_Lo","wxt","sxt","wxw","sxw","fox"
"662","MLS060",15,30,30,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"663","BG011",3,27,27,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"664","BG005",1,25,25,0,1,147,5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"665","BG008",3,26,26,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"666","BG016",5,26,26,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"667","BG017",5,22,22,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"668","BG018",5,26,26,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"669","BG026",6,31,31,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"670","BG027",6,22,22,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"671","BG029",6,30,30,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"672","BG036",8,28,28,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"673","BG037",8,31,31,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"674","BG038",8,28,28,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"675","BG047",8,30,30,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"676","BG048",8,28,28,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"677","BG050",9,28,28,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"678","BG055",9,28,28,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"679","BG056",9,28,28,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"680","BG058",10,26,26,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"681","BG063",10,22,22,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"682","BG066",11,27,27,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"683","BG076",12,32,32,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"684","BG077",12,24,24,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"685","BG079",12,27,27,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"686","BG080",12,30,30,0,1,158,-6,2000,"kig",73,28,10,0,15,0,6,0,0.3
"687","BG090",14,34,34,0,1,160,-8,2000,"kig",73,28,10,0,15,0,6,0,0.3
"688","BG101",17,32,32,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"689","BG102",17,33,33,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"690","BG112",26,31,31,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"691","MLS002",1,27,27,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"692","MLS003",1,23,23,0,1,147,5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"693","MLS005",3,26,26,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"694","MLS008",4,21,21,0,1,144,8,2000,"kig",73,28,10,0,15,0,6,0,0.3
"695","MLS010",4,26,26,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"696","MLS015",5,29,29,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"697","MLS016",5,30,30,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"698","MLS020",9,23,23,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"699","MLS023",9,24,24,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"700","MLS024",9,33,33,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"701","MLS026",10,32,32,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"702","MLS030",10,29,29,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"703","MLS032",10,22,22,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"704","MLS033",11,23,23,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"705","MLS034",11,23,23,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"706","MLS037",11,30,30,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"707","MLS042",12,24,24,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"708","MLS045",12,28,28,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"709","MLS046",12,33,33,0,1,158,-6,2000,"kig",73,28,10,0,15,0,6,0,0.3
"710","MLS047",12,26,26,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"711","MLS051",13,29,29,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"712","MLS054",13,26,26,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"713","MLS065",15,25,25,0,1,148,4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"714","MLS066",15,36,36,0,1,161,-9,2000,"kig",73,28,10,0,15,0,6,0,0.3
"715","MLS067",16,33,33,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"716","MLS071",17,28,28,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"717","MLS078",19,28,28,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"718","MLS082",23,37,37,0,1,163,-11,2000,"kig",73,28,10,0,15,0,6,0,0.3
"719","MLS084",24,26,26,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"720","TLM007",1,27,27,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"721","TLM012",3,29,29,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"722","TLM015",3,26,26,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"723","TLM027",5,28,28,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"724","TLM030",5,27,27,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"725","TLM031",5,29,29,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"726","TLM032",5,22,22,0,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"727","TLM034",6,27,27,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"728","TLM041",7,23,23,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"729","TLM043",7,32,32,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"730","TLM045",7,30,30,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"731","TLM046",7,24,24,0,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"732","TLM047",7,24,24,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"733","TLM049",7,29,29,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"734","TLM053",8,37,37,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"735","TLM055",8,20,20,0,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"736","TLM070",8,20,20,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"737","TLM071",8,26,26,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"738","TLM073",10,30,30,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"739","TLM074",10,29,29,0,1,156,-4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"740","TLM078",10,26,26,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"741","TLM081",11,35,35,0,1,160,-8,2000,"kig",73,28,10,0,15,0,6,0,0.3
"742","TLM083",11,24,24,0,1,151,1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"743","TLM084",11,29,29,0,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"744","TLM087",11,32,32,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"745","TLM091",12,33,33,0,1,158,-6,2000,"kig",73,28,10,0,15,0,6,0,0.3
"746","TLM093",12,24,24,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"747","TLM099",12,24,24,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"748","TLM101",12,25,25,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"749","TLM102",12,24,24,0,1,158,-6,2000,"kig",73,28,10,0,15,0,6,0,0.3
"750","TLM103",12,28,28,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"751","TLM104",13,34,34,0,1,162,-10,2000,"kig",73,28,10,0,15,0,6,0,0.3
"752","TLM105",13,29,29,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"753","TLM106",13,34,34,0,1,161,-9,2000,"kig",73,28,10,0,15,0,6,0,0.3
"754","TLM107",13,32,32,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"755","TLM108",13,34,34,0,1,161,-9,2000,"kig",73,28,10,0,15,0,6,0,0.3
"756","TLM112",14,26,26,0,1,154,-2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"757","TLM116",15,29,29,0,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"758","TLM118",16,28,28,0,1,159,-7,2000,"kig",73,28,10,0,15,0,6,0,0.3
"759","TLM123",25,38,38,0,1,165,-13,2000,"kig",73,28,10,0,15,0,6,0,0.3
"760","TLM092",12,24,24,0,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"761","BG010",3,3,13,1,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"762","BG022",6,6,16,1,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"763","BG034",6,16,26,1,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"764","BG040",8,28,30,1,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"765","BG043",8,8,18,1,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"766","BG097",17,17,27,1,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"767","MLS011",4,4,14,1,1,153,-1,2000,"kig",73,28,10,0,15,0,6,0,0.3
"768","MLS039",12,12,22,1,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"769","MLS041",12,12,22,1,1,155,-3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"770","MLS069",17,30,32,1,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"771","MLS073",17,27,36,1,1,163,-11,2000,"kig",73,28,10,0,15,0,6,0,0.3
"772","TLM008",2,2,12,1,1,148,4,2000,"kig",73,28,10,0,15,0,6,0,0.3
"773","TLM014",3,3,13,1,1,152,0,2000,"kig",73,28,10,0,15,0,6,0,0.3
"774","TLM051",7,23,25,1,1,149,3,2000,"kig",73,28,10,0,15,0,6,0,0.3
"775","TLM085",11,11,21,1,1,157,-5,2000,"kig",73,28,10,0,15,0,6,0,0.3
"776","MLS031",10,22,25,1,1,150,2,2000,"kig",73,28,10,0,15,0,6,0,0.3
"777","TLM124",36,38,38,0,1,169,-17,2000,"kig",73,28,10,0,15,0,6,0,0.3
"778","DVS075",19,30,30,0,1,157,-5,2001,"kig",0,109,10,2,0,0,11,3,0.89
"779","DVS081",19,25,25,0,1,152,0,2001,"kig",0,109,10,2,0,0,11,3,0.89
"780","HCW036",14,27,27,0,1,154,-2,2001,"kig",0,109,10,2,0,0,11,3,0.89
"781","DVS008",15,15,24,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"782","DVS027",7,7,17,1,1,156,-4,2001,"kig",0,109,10,2,0,0,11,3,0.89
"783","DVS043",12,12,15,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"784","DVS055",15,15,24,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"785","DVS059",15,15,24,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"786","DVS069",18,20,21,1,1,148,4,2001,"kig",0,109,10,2,0,0,11,3,0.89
"787","HCW004",1,1,12,1,1,147,5,2001,"kig",0,109,10,2,0,0,11,3,0.89
"788","HCW012",4,4,16,1,1,153,-1,2001,"kig",0,109,10,2,0,0,11,3,0.89
"789","HCW016",6,6,16,1,1,152,0,2001,"kig",0,109,10,2,0,0,11,3,0.89
"790","HCW022",7,17,19,1,1,153,-1,2001,"kig",0,109,10,2,0,0,11,3,0.89
"791","HCW023",8,8,18,1,1,157,-5,2001,"kig",0,109,10,2,0,0,11,3,0.89
"792","HCW032",9,9,19,1,1,158,-6,2001,"kig",0,109,10,2,0,0,11,3,0.89
"793","HCW034",11,11,19,1,1,160,-8,2001,"kig",0,109,10,2,0,0,11,3,0.89
"794","HCW041",14,14,19,1,1,157,-5,2001,"kig",0,109,10,2,0,0,11,3,0.89
"795","HCW043",15,15,31,1,1,158,-6,2001,"kig",0,109,10,2,0,0,11,3,0.89
"796","HCW047",15,15,27,1,1,158,-6,2001,"kig",0,109,10,2,0,0,11,3,0.89
"797","HCW060",19,19,29,1,1,165,-13,2001,"kig",0,109,10,2,0,0,11,3,0.89
"798","MLW014",4,4,16,1,1,153,-1,2001,"kig",0,109,10,2,0,0,11,3,0.89
"799","MLW030",8,8,18,1,1,157,-5,2001,"kig",0,109,10,2,0,0,11,3,0.89
"800","MLW038",10,10,15,1,1,159,-7,2001,"kig",0,109,10,2,0,0,11,3,0.89
"801","MLW043",12,20,25,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"802","MLW048",14,14,24,1,1,154,-2,2001,"kig",0,109,10,2,0,0,11,3,0.89
"803","MLW050",14,14,24,1,1,163,-11,2001,"kig",0,109,10,2,0,0,11,3,0.89
"804","MLW060",15,15,19,1,1,155,-3,2001,"kig",0,109,10,2,0,0,11,3,0.89
"805","MLW065",17,17,24,1,1,163,-11,2001,"kig",0,109,10,2,0,0,11,3,0.89
"806","CEF004",10,16,16,0,1,136,9,2002,"kig",51,45,18,0,19,0,14,2,0.6
"807","CEF005",10,30,30,0,1,149,-4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"808","CEF010",11,29,29,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"809","CEF012",13,30,30,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"810","CEF013",13,26,26,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"811","CEF016",14,21,21,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"812","CEF018",14,29,29,0,1,150,-5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"813","CEF021",14,31,31,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"814","HCW001",1,22,22,0,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"815","HCW003",1,32,32,0,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"816","HCW006",2,23,23,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"817","HCW008",2,23,23,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"818","HCW011",3,22,22,0,1,139,6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"819","HCW013",3,28,28,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"820","HCW014",3,27,27,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"821","HCW018",4,24,24,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"822","HCW021",4,24,24,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"823","HCW023",4,19,19,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"824","HCW026",5,25,25,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"825","HCW030",5,29,29,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"826","HCW032",5,21,21,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"827","HCW037",6,23,23,0,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"828","HCW038",6,28,28,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"829","HCW039",6,25,25,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"830","HCW042",6,26,26,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"831","HCW044",7,25,25,0,1,139,6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"832","HCW047",7,28,28,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"833","HCW048",7,28,28,0,1,149,-4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"834","HCW050",7,28,28,0,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"835","HCW055",9,26,26,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"836","HCW062",12,35,35,0,1,154,-9,2002,"kig",51,45,18,0,19,0,14,2,0.6
"837","HCW070",13,36,36,0,1,155,-10,2002,"kig",51,45,18,0,19,0,14,2,0.6
"838","HCW072",13,26,26,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"839","HCW076",19,27,27,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"840","HMW011",2,25,25,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"841","HMW012",2,25,25,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"842","HMW014",2,25,25,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"843","HMW022",3,19,19,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"844","HMW023",3,24,24,0,1,139,6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"845","HMW024",3,28,28,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"846","HMW025",3,26,26,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"847","HMW035",4,27,27,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"848","HMW039",4,21,21,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"849","HMW048",4,27,27,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"850","HMW050",5,25,25,0,1,149,-4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"851","HMW052",5,19,19,0,1,137,8,2002,"kig",51,45,18,0,19,0,14,2,0.6
"852","HMW053",5,24,24,0,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"853","HMW055",5,23,23,0,1,149,-4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"854","HMW061",5,24,24,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"855","HMW063",6,22,22,0,1,137,8,2002,"kig",51,45,18,0,19,0,14,2,0.6
"856","HMW064",6,17,17,0,1,138,7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"857","HMW066",6,22,22,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"858","HMW067",6,23,23,0,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"859","HMW068",6,23,23,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"860","HMW069",6,33,33,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"861","HMW075",6,26,26,0,1,150,-5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"862","HMW100",8,25,25,0,1,150,-5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"863","HMW106",9,25,25,0,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"864","HMW107",9,26,26,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"865","HMW115",9,34,34,0,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"866","HMW116",9,33,33,0,1,153,-8,2002,"kig",51,45,18,0,19,0,14,2,0.6
"867","HMW119",9,31,31,0,1,153,-8,2002,"kig",51,45,18,0,19,0,14,2,0.6
"868","HMW120",10,31,31,0,1,152,-7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"869","HMW123",10,26,26,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"870","HMW125",10,16,16,0,1,136,9,2002,"kig",51,45,18,0,19,0,14,2,0.6
"871","HMW136",10,27,27,0,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"872","HMW150",12,30,30,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"873","HMW156",12,36,36,0,1,154,-9,2002,"kig",51,45,18,0,19,0,14,2,0.6
"874","HMW157",12,18,18,0,1,138,7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"875","HMW163",12,29,29,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"876","HMW166",13,31,31,0,1,152,-7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"877","HMW168",13,26,26,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"878","HMW178",14,25,25,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"879","HMW183",17,31,31,0,1,153,-8,2002,"kig",51,45,18,0,19,0,14,2,0.6
"880","HMW187",18,37,37,0,1,157,-12,2002,"kig",51,45,18,0,19,0,14,2,0.6
"881","HMW192",19,33,33,0,1,158,-13,2002,"kig",51,45,18,0,19,0,14,2,0.6
"882","JLO004",2,24,24,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"883","JLO010",3,25,25,0,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"884","JLO012",3,23,23,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"885","JLO014",3,23,23,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"886","JLO016",4,23,23,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"887","JLO017",4,23,23,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"888","JLO018",5,25,25,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"889","JLO020",5,27,27,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"890","JLO021",5,27,27,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"891","JLO023",5,23,23,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"892","JLO024",5,22,22,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"893","JLO025",6,29,29,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"894","JLO032",7,23,23,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"895","JLO038",16,27,27,0,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"896","JLO040",9,25,25,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"897","JLO043",10,30,30,0,1,152,-7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"898","JLO044",10,21,21,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"899","JLO046",12,27,27,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"900","JLO048",12,30,30,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"901","JLO055",14,20,20,0,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"902","JLO066",25,26,26,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"903","MLW002",1,22,22,0,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"904","MLW011",3,25,25,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"905","MLW014",3,25,25,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"906","MLW023",25,30,30,0,1,150,-5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"907","RMO003",12,32,32,0,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"908","CEF001",9,9,22,1,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"909","CEF006",10,10,18,1,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"910","CEF008",10,10,18,1,1,152,-7,2002,"kig",51,45,18,0,19,0,14,2,0.6
"911","HCW049",7,14,20,1,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"912","HMW029",3,30,34,1,1,142,3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"913","HMW034",4,18,21,1,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"914","HMW060",5,19,24,1,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"915","HMW079",7,7,28,1,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"916","HMW087",7,21,25,1,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"917","HMW109",9,9,31,1,1,151,-6,2002,"kig",51,45,18,0,19,0,14,2,0.6
"918","HMW151",12,32,33,1,1,154,-9,2002,"kig",51,45,18,0,19,0,14,2,0.6
"919","HMW155",12,12,19,1,1,156,-11,2002,"kig",51,45,18,0,19,0,14,2,0.6
"920","HMW175",14,26,31,1,1,156,-11,2002,"kig",51,45,18,0,19,0,14,2,0.6
"921","HMW195",23,23,29,1,1,149,-4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"922","HMW208",27,37,38,1,1,163,-18,2002,"kig",51,45,18,0,19,0,14,2,0.6
"923","HMW211",29,36,37,1,1,155,-10,2002,"kig",51,45,18,0,19,0,14,2,0.6
"924","JLO008",3,3,11,1,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"925","JLO013",4,4,11,1,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"926","JLO015",4,21,24,1,1,140,5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"927","JLO028",7,7,8,1,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"928","JLO029",7,7,8,1,1,143,2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"929","JLO034",8,23,27,1,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"930","JLO053",14,14,17,1,1,147,-2,2002,"kig",51,45,18,0,19,0,14,2,0.6
"931","TEH002",22,22,28,1,1,164,-19,2002,"kig",51,45,18,0,19,0,14,2,0.6
"932","CEF011",13,30,30,0,1,146,-1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"933","HCW025",5,16,16,0,1,141,4,2002,"kig",51,45,18,0,19,0,14,2,0.6
"934","HCW043",6,28,28,0,1,148,-3,2002,"kig",51,45,18,0,19,0,14,2,0.6
"935","HMW098",8,32,32,0,1,150,-5,2002,"kig",51,45,18,0,19,0,14,2,0.6
"936","JLO050",12,29,29,0,1,135,10,2002,"kig",51,45,18,0,19,0,14,2,0.6
"937","MLW003",2,34,34,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"938","MLW004",2,22,22,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"939","MLW005",2,22,22,0,1,144,1,2002,"kig",51,45,18,0,19,0,14,2,0.6
"940","MLW012",3,17,17,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"941","MLW013",3,10,10,0,1,145,0,2002,"kig",51,45,18,0,19,0,14,2,0.6
"942","MLW016",17,36,36,0,1,159,-14,2002,"kig",51,45,18,0,19,0,14,2,0.6
